transaction_id,customer_id,kyc_verified,account_age_days,transaction_amount,channel,timestamp,is_fraud
202523,749,Yes,1063,23635,Web,2025-08-05 06:04:09+00:00,False
202524,154,Yes,117,4109,Mobile,2025-08-13 11:12:31+00:00,False
202525,501,Yes,2021,238422,Mobile,2025-08-20 11:55:08+00:00,False
202526,185,Yes,710,38455,Web,2025-08-25 05:03:47+00:00,False
202527,568,Yes,657,4897,POS,2025-08-10 02:38:50+00:00,False
202528,203,Yes,1683,20499,Mobile,2025-08-08 03:12:20+00:00,False
202529,599,Yes,599,189829,ATM,2025-08-09 03:37:26+00:00,False
202530,671,Yes,2190,10602,Web,2025-08-15 05:42:28+00:00,False
202531,298,Yes,2596,7591,Mobile,2025-08-21 18:10:35+00:00,False
202532,306,Yes,2169,9158,Web,2025-08-24 14:25:33+00:00,False
202533,155,Yes,2993,112593,Mobile,2025-08-12 17:15:53+00:00,False
202534,155,No,1970,8709,POS,2025-08-17 22:04:49+00:00,False
202535,457,No,820,10715,Mobile,2025-08-09 01:51:42+00:00,False
202536,620,Yes,1267,6506,Mobile,2025-08-08 07:20:48+00:00,False
202537,332,Yes,2944,4097,ATM,2025-08-15 03:11:24+00:00,False
202538,724,Yes,1451,51528,Web,2025-08-23 17:27:24+00:00,True
202539,370,Yes,221,7915,ATM,2025-08-25 13:14:01+00:00,False
202540,550,Yes,1109,130057,Mobile,2025-08-16 03:51:59+00:00,True
202541,788,Yes,188,22339,Mobile,2025-08-08 19:39:28+00:00,False
202542,210,Yes,375,203653,POS,2025-08-02 11:27:35+00:00,False
202543,783,Yes,980,12254,Mobile,2025-08-05 21:44:51+00:00,False
202544,236,Yes,773,60159,POS,2025-08-01 18:22:45+00:00,False
202545,691,No,1012,20357,Mobile,2025-08-14 09:02:36+00:00,True
202546,291,Yes,1234,12511,Mobile,2025-08-23 14:39:13+00:00,False
202547,757,Yes,1606,4719,Web,2025-08-12 00:24:49+00:00,False
202548,256,Yes,558,3495,Mobile,2025-08-21 12:56:28+00:00,False
202549,383,No,1374,9089,Web,2025-08-02 22:01:36+00:00,True
202550,618,Yes,1017,5064,POS,2025-08-21 21:28:58+00:00,False
202551,157,Yes,2515,12019,ATM,2025-08-07 19:13:33+00:00,False
202552,124,Yes,589,27050,Mobile,2025-08-16 03:47:15+00:00,False
202553,162,Yes,1304,9059,POS,2025-08-22 05:43:24+00:00,False
202554,332,Yes,2589,10206,Web,2025-08-01 20:49:14+00:00,False
202555,405,Yes,372,7500,Mobile,2025-08-22 05:24:46+00:00,False
202556,217,Yes,2447,8585,Web,2025-08-13 11:22:08+00:00,False
202557,163,Yes,308,126264,Mobile,2025-08-03 07:28:46+00:00,False
202558,512,No,304,6861,Mobile,2025-08-11 11:55:56+00:00,True
202559,439,Yes,2353,17049,Web,2025-08-16 12:01:21+00:00,False
202560,688,Yes,285,7808,Web,2025-08-10 13:52:56+00:00,False
202561,158,Yes,1805,16903,Mobile,2025-08-17 09:29:30+00:00,False
202562,634,Yes,1577,5836,Mobile,2025-08-11 19:26:32+00:00,False
202563,453,Yes,1880,4168,Mobile,2025-08-15 05:48:10+00:00,False
202564,408,Yes,2629,5543,Mobile,2025-08-08 21:33:25+00:00,False
202565,752,Yes,1332,2595,POS,2025-08-18 07:47:00+00:00,False
202566,775,Yes,2207,60919,Web,2025-08-11 22:47:56+00:00,False
202567,365,Yes,1786,18227,Web,2025-08-16 08:31:16+00:00,False
202568,555,Yes,190,142103,Web,2025-08-10 22:47:10+00:00,False
202569,192,Yes,2862,2913,Web,2025-08-11 00:18:03+00:00,False
202570,587,Yes,2786,7989,Mobile,2025-08-25 09:52:04+00:00,False
202571,155,Yes,53,55721,Web,2025-08-11 18:26:44+00:00,False
202572,438,Yes,1639,10948,Web,2025-08-22 08:56:09+00:00,False
202573,251,Yes,1050,3589,POS,2025-08-25 17:55:09+00:00,False
202574,151,Yes,678,6372,Mobile,2025-08-01 18:06:16+00:00,False
202575,386,No,1607,10217,Mobile,2025-08-14 08:39:49+00:00,False
202576,755,No,2617,120238,Mobile,2025-08-11 00:11:24+00:00,True
202577,713,Yes,344,11115,Mobile,2025-08-15 23:54:39+00:00,True
202578,438,Yes,1213,176603,POS,2025-08-21 17:19:50+00:00,False
202579,637,Yes,1878,5165,Web,2025-08-12 00:10:47+00:00,False
202580,285,Yes,2988,23973,POS,2025-08-18 17:21:05+00:00,False
202581,570,Yes,463,15622,Web,2025-08-10 16:22:08+00:00,False
202582,485,Yes,2453,5855,Mobile,2025-08-21 05:50:41+00:00,False
202583,150,Yes,252,21102,POS,2025-08-13 07:57:57+00:00,False
202584,772,No,804,7347,POS,2025-08-04 06:08:08+00:00,False
202585,439,Yes,1729,12029,Web,2025-08-23 10:14:41+00:00,False
202586,268,Yes,1306,6647,POS,2025-08-09 15:08:48+00:00,False
202587,619,Yes,602,21912,ATM,2025-08-04 23:39:08+00:00,False
202588,311,Yes,629,3326,Mobile,2025-08-25 00:29:57+00:00,False
202589,621,Yes,1402,8534,Web,2025-08-08 06:49:57+00:00,False
202590,670,Yes,474,133112,Web,2025-08-08 06:39:09+00:00,False
202591,265,Yes,219,20401,Mobile,2025-08-12 17:53:42+00:00,False
202592,368,Yes,2905,10232,ATM,2025-08-19 02:51:28+00:00,False
202593,500,Yes,217,8024,Web,2025-08-03 17:08:27+00:00,False
202594,123,Yes,1175,4988,Mobile,2025-08-02 18:40:19+00:00,False
202595,495,No,1991,3126,POS,2025-08-18 19:43:17+00:00,False
202596,198,Yes,2916,6507,Web,2025-08-13 17:27:39+00:00,False
202597,625,Yes,363,25382,Mobile,2025-08-24 20:56:23+00:00,False
202598,300,Yes,1742,294177,Web,2025-08-07 10:20:32+00:00,False
202599,403,Yes,1062,3789,Mobile,2025-08-05 06:15:12+00:00,False
202600,526,Yes,289,17032,POS,2025-08-20 13:42:50+00:00,False
202601,349,Yes,2133,14194,POS,2025-08-07 13:08:33+00:00,False
202602,618,No,2906,8142,Mobile,2025-08-22 08:05:02+00:00,False
202603,603,No,1354,120146,Mobile,2025-08-17 21:07:01+00:00,False
202604,426,Yes,1953,9127,Web,2025-08-06 07:00:37+00:00,False
202605,657,Yes,2264,16430,Web,2025-08-04 15:24:13+00:00,False
202606,199,Yes,1240,4057,Web,2025-08-11 07:09:21+00:00,False
202607,744,Yes,2949,120092,POS,2025-08-03 14:41:08+00:00,False
202608,231,Yes,1886,3943,Web,2025-08-12 17:31:58+00:00,False
202609,708,Yes,2598,12059,POS,2025-08-23 03:55:42+00:00,False
202610,730,No,2216,3215,Web,2025-08-07 16:19:58+00:00,True
202611,762,Yes,2176,12011,Web,2025-08-03 01:57:04+00:00,False
202612,145,Yes,2099,8951,ATM,2025-08-06 12:09:35+00:00,False
202613,516,Yes,2103,6145,Mobile,2025-08-20 08:40:34+00:00,False
202614,344,Yes,2718,8133,Mobile,2025-08-08 17:59:27+00:00,False
202615,239,Yes,2309,3359,Mobile,2025-08-22 13:56:34+00:00,False
202616,255,Yes,1627,17261,Web,2025-08-13 00:27:00+00:00,False
202617,363,Yes,1149,9442,Mobile,2025-08-02 05:10:32+00:00,False
202618,506,Yes,2774,66675,POS,2025-08-24 16:51:26+00:00,False
202619,338,No,2368,9383,Mobile,2025-08-03 10:38:02+00:00,False
202620,116,Yes,2995,36976,Web,2025-08-21 18:53:47+00:00,False
202621,793,Yes,1628,12942,Mobile,2025-08-12 14:58:40+00:00,False
202622,157,Yes,382,199360,Mobile,2025-08-09 11:49:11+00:00,False
202623,516,Yes,350,6310,Mobile,2025-08-07 05:15:56+00:00,False
202624,170,Yes,2301,4095,Web,2025-08-06 02:44:13+00:00,False
202625,313,Yes,523,11450,Web,2025-08-09 09:13:50+00:00,False
202626,149,Yes,1070,8052,Mobile,2025-08-09 20:09:01+00:00,True
202627,540,Yes,1506,6839,Mobile,2025-08-12 15:34:25+00:00,False
202628,289,Yes,2269,14673,Mobile,2025-08-24 07:51:31+00:00,False
202629,426,Yes,2226,5276,Mobile,2025-08-16 22:53:04+00:00,False
202630,258,Yes,92,9509,Mobile,2025-08-20 11:01:30+00:00,False
202631,795,Yes,1859,10099,Mobile,2025-08-25 23:54:05+00:00,False
202632,151,Yes,514,12743,Web,2025-08-08 14:11:17+00:00,False
202633,359,No,645,24745,Mobile,2025-08-06 20:08:51+00:00,False
202634,121,Yes,1654,9441,Mobile,2025-08-01 02:49:01+00:00,False
202635,541,No,385,153189,POS,2025-08-24 23:36:19+00:00,False
202636,218,Yes,1303,224030,Web,2025-08-02 16:03:49+00:00,False
202637,597,Yes,2859,282981,Web,2025-08-12 08:55:34+00:00,True
202638,732,Yes,1058,6583,POS,2025-08-20 00:05:42+00:00,False
202639,244,Yes,711,241952,Mobile,2025-08-07 08:49:10+00:00,True
202640,269,Yes,2935,4277,Mobile,2025-08-06 16:02:07+00:00,False
202641,731,Yes,1995,4420,Mobile,2025-08-17 10:09:57+00:00,False
202642,698,Yes,156,5242,Mobile,2025-08-19 17:12:51+00:00,False
202643,646,Yes,331,16289,Web,2025-08-06 19:21:11+00:00,True
202644,428,Yes,2860,24466,POS,2025-08-07 05:40:37+00:00,False
202645,349,Yes,537,299455,Mobile,2025-08-22 05:50:07+00:00,True
202646,504,Yes,1545,3945,Web,2025-08-19 09:33:53+00:00,False
202647,726,Yes,2488,2514,Web,2025-08-17 22:12:59+00:00,True
202648,321,Yes,205,128197,Web,2025-08-01 14:45:47+00:00,False
202649,284,Yes,1210,9856,POS,2025-08-23 20:09:02+00:00,False
202650,575,Yes,2273,7133,POS,2025-08-23 21:52:21+00:00,False
202651,655,Yes,676,103147,Web,2025-08-11 04:19:05+00:00,False
202652,764,Yes,2408,40104,Web,2025-08-25 12:46:00+00:00,False
202653,305,Yes,912,14931,Mobile,2025-08-04 16:23:46+00:00,False
202654,158,No,2380,3982,POS,2025-08-22 05:52:12+00:00,True
202655,414,No,2016,130576,POS,2025-08-24 19:50:58+00:00,True
202656,358,Yes,1697,4159,Web,2025-08-23 02:20:11+00:00,False
202657,579,Yes,2360,124920,POS,2025-08-02 12:04:09+00:00,False
202658,566,Yes,1708,11979,Web,2025-08-05 01:51:42+00:00,False
202659,565,Yes,1350,6524,Web,2025-08-17 06:29:18+00:00,False
202660,688,Yes,2526,6623,ATM,2025-08-01 21:13:51+00:00,False
202661,560,Yes,1009,9139,Mobile,2025-08-12 01:20:26+00:00,False
202662,776,Yes,1011,22768,Mobile,2025-08-10 23:45:45+00:00,False
202663,298,No,2982,6421,POS,2025-08-24 10:54:23+00:00,False
202664,282,Yes,193,3905,Mobile,2025-08-21 23:35:57+00:00,False
202665,651,Yes,511,50653,POS,2025-08-16 07:39:54+00:00,False
202666,616,Yes,1652,88364,Web,2025-08-01 04:26:26+00:00,False
202667,237,No,2688,4654,Web,2025-08-05 01:13:43+00:00,False
202668,459,Yes,934,3429,ATM,2025-08-18 23:22:44+00:00,False
202669,776,Yes,2336,8961,POS,2025-08-03 16:56:36+00:00,False
202670,495,No,1648,17819,ATM,2025-08-25 01:09:32+00:00,False
202671,365,Yes,718,7745,Web,2025-08-21 18:37:03+00:00,False
202672,215,No,2634,268258,Web,2025-08-05 14:40:40+00:00,True
202673,407,No,2548,13413,Web,2025-08-22 10:34:37+00:00,False
202674,695,Yes,2056,15313,POS,2025-08-17 16:49:03+00:00,False
202675,444,Yes,2429,9889,Web,2025-08-09 22:06:41+00:00,False
202676,492,Yes,2029,18492,Web,2025-08-11 23:18:53+00:00,False
202677,597,Yes,2050,7056,Mobile,2025-08-06 15:08:53+00:00,False
202678,357,Yes,2993,26796,Mobile,2025-08-18 23:39:27+00:00,False
202679,515,No,1626,7583,Web,2025-08-25 20:02:15+00:00,False
202680,543,Yes,1253,5987,Web,2025-08-17 22:19:56+00:00,False
202681,395,No,2354,192600,POS,2025-08-05 01:52:10+00:00,False
202682,781,Yes,136,7205,Web,2025-08-16 04:01:22+00:00,False
202683,248,Yes,2374,6627,Web,2025-08-14 13:28:34+00:00,False
202684,672,Yes,597,294385,Mobile,2025-08-02 23:45:42+00:00,False
202685,405,Yes,540,215693,Mobile,2025-08-21 18:58:53+00:00,False
202686,278,Yes,2825,11274,Mobile,2025-08-07 19:19:35+00:00,False
202687,503,No,2324,17202,Web,2025-08-06 12:59:03+00:00,False
202688,371,Yes,1757,6520,Web,2025-08-06 19:09:39+00:00,False
202689,235,No,2193,6506,Mobile,2025-08-18 18:13:52+00:00,False
202690,596,Yes,649,4341,Web,2025-08-09 20:43:23+00:00,False
202691,562,Yes,1248,4974,POS,2025-08-18 06:37:59+00:00,False
202692,442,Yes,678,20817,Mobile,2025-08-13 04:50:00+00:00,False
202693,596,No,360,8669,Web,2025-08-15 17:17:54+00:00,False
202694,173,Yes,2564,7157,Web,2025-08-25 13:12:35+00:00,False
202695,534,Yes,2935,10566,Mobile,2025-08-15 11:26:10+00:00,False
202696,113,Yes,691,1849,POS,2025-08-25 03:06:58+00:00,False
202697,505,Yes,878,7038,POS,2025-08-14 20:06:52+00:00,False
202698,379,Yes,2080,3204,Web,2025-08-10 04:20:22+00:00,False
202699,335,Yes,132,3166,Web,2025-08-22 04:55:48+00:00,False
202700,411,Yes,57,5824,Mobile,2025-08-16 05:24:48+00:00,True
202701,752,Yes,2472,6540,Mobile,2025-08-14 18:59:20+00:00,False
202702,564,Yes,1626,13259,Web,2025-08-08 21:38:59+00:00,False
202703,616,Yes,2771,11147,Web,2025-08-21 18:45:57+00:00,False
202704,402,Yes,346,4083,Mobile,2025-08-11 14:49:01+00:00,False
202705,662,Yes,1855,9633,Web,2025-08-07 06:02:08+00:00,False
202706,512,Yes,1421,5736,Mobile,2025-08-24 13:40:07+00:00,False
202707,663,Yes,2076,159159,Mobile,2025-08-15 04:58:18+00:00,False
202708,686,Yes,2780,131602,Mobile,2025-08-05 21:25:39+00:00,False
202709,191,No,1660,4212,Web,2025-08-17 07:38:48+00:00,False
202710,349,Yes,1056,14021,Mobile,2025-08-09 12:24:05+00:00,False
202711,730,Yes,217,286488,Web,2025-08-14 06:26:09+00:00,True
202712,131,No,2992,22666,POS,2025-08-08 09:17:20+00:00,False
202713,221,Yes,700,83471,Web,2025-08-06 07:02:10+00:00,False
202714,543,Yes,1636,28969,Web,2025-08-06 00:07:42+00:00,False
202715,103,Yes,1965,50224,Mobile,2025-08-23 22:51:47+00:00,False
202716,515,No,738,9621,ATM,2025-08-11 04:36:33+00:00,False
202717,482,Yes,2856,7147,POS,2025-08-13 18:33:00+00:00,False
202718,484,Yes,2359,11781,ATM,2025-08-05 10:07:16+00:00,True
202719,118,Yes,1838,16541,Mobile,2025-08-15 10:33:09+00:00,False
202720,785,Yes,2626,80765,POS,2025-08-02 10:54:22+00:00,False
202721,258,Yes,548,5133,Mobile,2025-08-17 06:59:40+00:00,False
202722,341,Yes,714,109501,Mobile,2025-08-14 21:22:42+00:00,False
202723,678,Yes,2884,11702,Web,2025-08-25 21:45:56+00:00,False
202724,670,Yes,904,179407,Mobile,2025-08-19 02:29:25+00:00,True
202725,556,No,2399,17754,Web,2025-08-11 02:23:15+00:00,True
202726,523,No,1921,3229,Mobile,2025-08-18 21:19:22+00:00,True
202727,615,Yes,2862,10394,POS,2025-08-14 02:34:26+00:00,False
202728,115,Yes,2125,10476,Mobile,2025-08-01 02:17:33+00:00,False
202729,506,Yes,1122,26099,Web,2025-08-14 06:27:31+00:00,False
202730,691,Yes,1202,15898,Mobile,2025-08-25 12:56:14+00:00,False
202731,275,Yes,1837,8654,POS,2025-08-18 12:25:11+00:00,False
202732,123,No,1016,92273,POS,2025-08-23 19:11:46+00:00,False
202733,384,Yes,2228,4331,POS,2025-08-17 05:29:53+00:00,False
202734,657,Yes,988,8985,Mobile,2025-08-10 15:27:01+00:00,False
202735,689,No,2648,12468,Mobile,2025-08-10 14:06:59+00:00,False
202736,121,Yes,427,22502,Web,2025-08-14 04:25:00+00:00,False
202737,684,Yes,2468,6656,Web,2025-08-14 12:10:24+00:00,False
202738,637,Yes,1759,14431,Web,2025-08-15 15:19:27+00:00,False
202739,383,Yes,2049,9381,Web,2025-08-11 20:36:00+00:00,False
202740,301,Yes,53,233224,Web,2025-08-16 03:10:02+00:00,True
202741,389,Yes,2347,14814,Mobile,2025-08-02 10:43:33+00:00,False
202742,254,No,244,9378,Mobile,2025-08-04 16:53:10+00:00,True
202743,547,Yes,2255,11692,Mobile,2025-08-18 03:10:16+00:00,False
202744,565,Yes,1901,121185,Mobile,2025-08-06 09:21:29+00:00,False
202745,664,Yes,698,54061,Mobile,2025-08-03 19:17:57+00:00,False
202746,425,Yes,2763,265379,ATM,2025-08-04 15:43:36+00:00,False
202747,670,Yes,2999,6332,Web,2025-08-25 00:32:16+00:00,False
202748,135,No,396,23060,POS,2025-08-04 17:23:42+00:00,False
202749,448,Yes,2329,5504,Mobile,2025-08-16 00:09:30+00:00,False
202750,332,Yes,1453,8104,ATM,2025-08-02 19:24:45+00:00,False
202751,253,Yes,2506,6916,Web,2025-08-04 17:12:53+00:00,False
202752,108,Yes,2485,2532,ATM,2025-08-06 19:42:52+00:00,False
202753,174,Yes,1187,9457,Mobile,2025-08-13 08:55:57+00:00,False
202754,663,Yes,769,13308,Mobile,2025-08-10 03:55:24+00:00,False
202755,295,Yes,135,3626,Mobile,2025-08-14 07:44:19+00:00,False
202756,678,Yes,157,275605,Web,2025-08-13 13:42:07+00:00,False
202757,447,Yes,413,7335,Mobile,2025-08-12 17:41:49+00:00,False
202758,383,No,1977,5798,Mobile,2025-08-14 02:22:43+00:00,False
202759,184,Yes,576,187131,Web,2025-08-16 09:05:39+00:00,True
202760,635,Yes,344,173678,Mobile,2025-08-12 02:34:09+00:00,False
202761,797,Yes,1991,12711,Web,2025-08-20 00:50:15+00:00,False
202762,122,Yes,2528,11752,Web,2025-08-23 22:50:16+00:00,False
202763,188,Yes,1484,12540,Mobile,2025-08-22 04:48:07+00:00,False
202764,421,Yes,2926,4097,POS,2025-08-20 11:04:21+00:00,False
202765,168,Yes,2981,10528,ATM,2025-08-10 11:53:56+00:00,False
202766,486,Yes,661,235112,Web,2025-08-22 01:19:32+00:00,False
202767,621,Yes,2029,7222,Mobile,2025-08-05 11:32:11+00:00,False
202768,315,Yes,1500,5914,Web,2025-08-09 07:56:36+00:00,False
202769,414,Yes,1556,5554,Mobile,2025-08-13 04:28:09+00:00,False
202770,391,Yes,2458,1149,POS,2025-08-21 06:33:50+00:00,False
202771,689,Yes,783,3399,Web,2025-08-18 07:52:18+00:00,False
202772,273,Yes,2774,2729,Web,2025-08-07 00:11:10+00:00,False
202773,756,Yes,202,4120,Mobile,2025-08-19 12:38:51+00:00,False
202774,198,Yes,1231,22081,Mobile,2025-08-06 19:47:14+00:00,False
202775,393,Yes,1909,16322,Web,2025-08-02 18:35:47+00:00,False
202776,470,Yes,1634,7622,Web,2025-08-14 06:12:07+00:00,False
202777,640,Yes,2702,45988,Mobile,2025-08-11 05:05:14+00:00,False
202778,460,Yes,929,7239,ATM,2025-08-24 13:03:33+00:00,False
202779,347,Yes,387,12028,Web,2025-08-25 21:09:47+00:00,False
202780,697,Yes,896,4408,Mobile,2025-08-13 20:01:00+00:00,False
202781,322,Yes,2150,3636,Mobile,2025-08-11 08:16:12+00:00,False
202782,698,Yes,256,9695,Mobile,2025-08-20 15:59:22+00:00,False
202783,604,Yes,2075,31155,Mobile,2025-08-23 15:41:13+00:00,False
202784,782,Yes,1070,34997,Web,2025-08-23 10:19:39+00:00,False
202785,563,Yes,1853,21024,Web,2025-08-24 16:17:24+00:00,False
202786,668,Yes,1515,6928,Web,2025-08-01 04:44:50+00:00,False
202787,639,Yes,2231,8956,Mobile,2025-08-23 00:26:05+00:00,False
202788,230,Yes,2739,9743,Mobile,2025-08-19 08:29:41+00:00,False
202789,617,Yes,2076,9514,Mobile,2025-08-03 10:52:25+00:00,False
202790,205,No,2982,265169,Web,2025-08-20 10:25:10+00:00,True
202791,352,Yes,1385,10764,Mobile,2025-08-12 00:35:02+00:00,False
202792,435,Yes,1719,27833,Mobile,2025-08-12 19:36:44+00:00,False
202793,411,Yes,1851,203620,Web,2025-08-11 12:17:08+00:00,False
202794,534,Yes,661,264767,Web,2025-08-12 14:51:32+00:00,True
202795,780,Yes,537,180718,Web,2025-08-20 11:53:05+00:00,False
202796,789,Yes,273,11240,Web,2025-08-13 12:04:14+00:00,False
202797,658,Yes,1959,11714,Mobile,2025-08-23 20:20:32+00:00,False
202798,265,Yes,836,3458,Web,2025-08-03 00:43:31+00:00,False
202799,731,Yes,2867,15386,Mobile,2025-08-14 01:32:21+00:00,False
202800,160,Yes,508,7604,Mobile,2025-08-17 11:49:50+00:00,False
202801,628,No,750,6189,Mobile,2025-08-19 12:20:51+00:00,False
202802,671,Yes,602,7786,ATM,2025-08-02 07:11:15+00:00,False
202803,441,Yes,2709,8940,Mobile,2025-08-20 07:20:36+00:00,False
202804,492,Yes,2911,15692,Web,2025-08-18 13:33:54+00:00,False
202805,697,Yes,2096,6067,Web,2025-08-08 19:05:31+00:00,False
202806,787,Yes,820,8684,Web,2025-08-16 19:01:58+00:00,False
202807,685,Yes,1826,4521,POS,2025-08-22 03:14:35+00:00,False
202808,762,No,817,187727,Web,2025-08-06 01:56:20+00:00,False
202809,458,Yes,195,123093,POS,2025-08-12 14:49:55+00:00,False
202810,790,No,196,5013,ATM,2025-08-07 16:19:30+00:00,True
202811,485,Yes,2306,108343,POS,2025-08-16 13:06:40+00:00,True
202812,123,Yes,2883,5027,Web,2025-08-18 20:33:41+00:00,False
202813,128,Yes,972,7924,Web,2025-08-18 01:39:54+00:00,False
202814,366,Yes,1904,8185,POS,2025-08-09 02:37:29+00:00,False
202815,635,No,265,4065,POS,2025-08-24 11:37:06+00:00,False
202816,236,No,495,6839,Mobile,2025-08-22 13:26:11+00:00,False
202817,312,No,919,9263,Mobile,2025-08-18 23:50:34+00:00,False
202818,727,Yes,2906,8026,Web,2025-08-14 03:27:43+00:00,False
202819,725,No,2754,5999,ATM,2025-08-09 12:25:30+00:00,True
202820,472,Yes,1260,90142,POS,2025-08-16 06:05:37+00:00,False
202821,401,No,1975,14111,Mobile,2025-08-03 11:33:19+00:00,True
202822,758,No,1709,81474,Web,2025-08-04 16:54:11+00:00,True
202823,376,Yes,886,4364,Mobile,2025-08-02 12:42:30+00:00,False
202824,617,Yes,2092,13529,POS,2025-08-17 03:19:28+00:00,False
202825,104,Yes,2451,11130,Web,2025-08-07 02:23:56+00:00,False
202826,141,No,1084,30109,POS,2025-08-12 01:30:56+00:00,True
202827,381,Yes,2502,6957,Mobile,2025-08-04 18:04:20+00:00,False
202828,494,Yes,1948,4647,Mobile,2025-08-22 04:09:58+00:00,False
202829,366,Yes,890,224490,POS,2025-08-07 23:18:20+00:00,False
202830,357,Yes,2227,257529,Mobile,2025-08-21 01:12:36+00:00,True
202831,494,Yes,699,8625,Web,2025-08-16 16:36:44+00:00,False
202832,145,No,1695,171617,POS,2025-08-09 07:22:38+00:00,True
202833,256,Yes,1486,59108,Mobile,2025-08-11 23:53:07+00:00,False
202834,134,Yes,133,4148,Web,2025-08-06 23:29:35+00:00,False
202835,701,Yes,2919,212855,Web,2025-08-16 22:28:13+00:00,False
202836,472,Yes,2686,9258,POS,2025-08-03 03:08:44+00:00,False
202837,288,Yes,2263,6521,Mobile,2025-08-12 20:47:51+00:00,False
202838,295,Yes,647,3578,POS,2025-08-16 21:21:35+00:00,False
202839,355,Yes,567,2309,Mobile,2025-08-10 00:47:50+00:00,True
202840,358,Yes,324,17243,Mobile,2025-08-09 16:15:48+00:00,False
202841,252,Yes,2418,8760,POS,2025-08-09 02:09:18+00:00,False
202842,623,Yes,530,8738,POS,2025-08-09 23:29:43+00:00,False
202843,116,Yes,947,7826,Mobile,2025-08-04 12:22:56+00:00,False
202844,490,No,2400,3964,Web,2025-08-12 14:04:54+00:00,False
202845,148,Yes,2291,7931,Mobile,2025-08-23 16:16:43+00:00,False
202846,717,Yes,736,20179,Web,2025-08-02 14:56:38+00:00,False
202847,357,No,759,10402,Mobile,2025-08-04 20:40:04+00:00,False
202848,366,Yes,1611,6744,Mobile,2025-08-13 06:20:52+00:00,False
202849,751,Yes,2826,6947,Web,2025-08-02 03:48:04+00:00,False
202850,158,Yes,1232,10742,Mobile,2025-08-21 14:38:43+00:00,False
202851,626,Yes,1477,4606,POS,2025-08-25 14:02:21+00:00,False
202852,624,Yes,1497,7183,Web,2025-08-19 09:41:18+00:00,False
202853,722,No,331,235117,Web,2025-08-11 22:22:08+00:00,False
202854,729,Yes,1971,8459,Web,2025-08-13 22:18:03+00:00,False
202855,233,Yes,733,7240,Mobile,2025-08-17 11:37:52+00:00,False
202856,513,Yes,1110,5998,POS,2025-08-17 16:15:40+00:00,False
202857,712,Yes,1427,15803,Mobile,2025-08-11 10:44:34+00:00,False
202858,178,Yes,2052,8651,ATM,2025-08-16 13:59:39+00:00,False
202859,781,Yes,184,165198,Mobile,2025-08-09 11:20:05+00:00,False
202860,695,Yes,306,3316,Web,2025-08-01 22:00:21+00:00,True
202861,245,Yes,2985,7206,Mobile,2025-08-06 21:37:42+00:00,False
202862,792,No,2523,4383,Web,2025-08-18 12:24:21+00:00,False
202863,284,Yes,539,290870,Mobile,2025-08-11 21:51:16+00:00,False
202864,670,Yes,2559,22297,Mobile,2025-08-20 08:37:09+00:00,False
202865,764,Yes,2971,22480,Mobile,2025-08-22 01:38:33+00:00,False
202866,531,Yes,2076,6768,Web,2025-08-22 19:18:11+00:00,False
202867,327,Yes,2083,6836,Mobile,2025-08-19 05:55:18+00:00,False
202868,349,Yes,546,7195,Web,2025-08-21 23:26:02+00:00,False
202869,442,Yes,2432,2617,POS,2025-08-14 19:16:56+00:00,False
202870,266,Yes,1128,17189,Mobile,2025-08-12 05:57:40+00:00,False
202871,223,Yes,2891,27353,POS,2025-08-18 22:17:16+00:00,False
202872,790,Yes,314,4830,Web,2025-08-19 07:50:52+00:00,False
202873,184,No,2992,141490,POS,2025-08-05 17:57:01+00:00,True
202874,306,Yes,1282,6464,Mobile,2025-08-17 04:59:49+00:00,False
202875,259,No,2089,4587,POS,2025-08-23 21:11:07+00:00,True
202876,386,No,2604,227982,Web,2025-08-23 17:41:10+00:00,False
202877,342,Yes,646,10611,Web,2025-08-12 08:38:02+00:00,False
202878,265,Yes,1329,9910,Mobile,2025-08-02 23:04:21+00:00,False
202879,563,Yes,1901,15653,Mobile,2025-08-09 19:23:51+00:00,False
202880,292,Yes,2846,15860,Web,2025-08-12 03:44:57+00:00,False
202881,223,Yes,2502,11050,Mobile,2025-08-08 12:10:27+00:00,False
202882,426,Yes,1274,5121,Web,2025-08-14 16:14:42+00:00,False
202883,329,Yes,1833,9657,Mobile,2025-08-22 13:29:32+00:00,False
202884,246,Yes,711,20501,Mobile,2025-08-06 05:19:27+00:00,False
202885,512,No,1432,9173,ATM,2025-08-16 23:21:54+00:00,False
202886,705,Yes,1299,14953,Mobile,2025-08-22 07:55:17+00:00,False
202887,235,No,569,5916,Mobile,2025-08-24 01:23:16+00:00,False
202888,738,No,525,17886,Mobile,2025-08-02 05:53:36+00:00,False
202889,211,Yes,1073,113408,Mobile,2025-08-17 18:36:32+00:00,True
202890,308,Yes,1957,16735,Mobile,2025-08-05 12:12:59+00:00,False
202891,406,Yes,2742,5676,Web,2025-08-25 11:13:03+00:00,False
202892,104,Yes,183,3898,Mobile,2025-08-22 13:27:13+00:00,False
202893,548,No,691,7593,Mobile,2025-08-10 05:56:17+00:00,False
202894,279,No,347,5603,Web,2025-08-12 02:23:06+00:00,False
202895,589,Yes,2442,8781,Web,2025-08-16 23:29:54+00:00,False
202896,661,Yes,1657,4597,Mobile,2025-08-07 14:50:04+00:00,False
